wavelength,power_1,CI_Low_1,CI_High_1,power_2,CI_Low_2,CI_High_2,power,CI_Low,CI_High,power_4,CI_Low_4,CI_High_4,power_4b,CI_Low_4b,CI_High_4b,power_5b,CI_Low_5b,CI_High_5b,trans,refl,trans_adj,refl_adj,trans_adj_bs,refl_adj_bs
554,3.99E-06,3.98E-06,3.99E-06,1.90E-06,1.90E-06,1.90E-06,2.02E-06,2.02E-06,2.02E-06,2.70E-09,2.30E-09,3.10E-09,3.15E-09,2.77E-09,3.53E-09,4.55E-09,4.08E-09,5.02E-09,47.67406064,50.61286955,47.63861777,50.57941727,47.62734054,50.53292062
555,4.01E-06,4.00E-06,4.02E-06,1.91E-06,1.90E-06,1.91E-06,2.03E-06,2.03E-06,2.04E-06,2.72E-09,2.50E-09,2.95E-09,3.12E-09,2.75E-09,3.50E-09,4.46E-09,3.90E-09,5.01E-09,47.54940921,50.71581251,47.5137602,50.6823156,47.50376553,50.63906275
556,4.03E-06,4.03E-06,4.04E-06,1.92E-06,1.91E-06,1.92E-06,2.05E-06,2.05E-06,2.05E-06,2.80E-09,2.43E-09,3.16E-09,2.94E-09,2.53E-09,3.35E-09,4.59E-09,3.91E-09,5.27E-09,47.48797983,50.79578313,47.4515471,50.76164534,47.44795326,50.71715102
557,4.06E-06,4.05E-06,4.07E-06,1.93E-06,1.92E-06,1.93E-06,2.06E-06,2.06E-06,2.07E-06,2.78E-09,2.44E-09,3.12E-09,3.06E-09,2.74E-09,3.39E-09,4.77E-09,4.55E-09,4.99E-09,47.44041356,50.85103166,47.40438178,50.817338,47.39741432,50.76822666
558,4.08E-06,4.08E-06,4.09E-06,1.94E-06,1.93E-06,1.94E-06,2.08E-06,2.08E-06,2.08E-06,2.84E-09,2.69E-09,2.99E-09,3.05E-09,2.38E-09,3.72E-09,4.58E-09,4.17E-09,4.98E-09,47.38902147,50.89702412,47.35240226,50.86284661,47.34717048,50.82031629
559,4.11E-06,4.10E-06,4.11E-06,1.94E-06,1.94E-06,1.95E-06,2.09E-06,2.09E-06,2.09E-06,2.70E-09,2.38E-09,3.02E-09,2.94E-09,2.60E-09,3.28E-09,4.68E-09,4.38E-09,4.98E-09,47.35139156,50.94602528,47.31675856,50.91375688,47.31089172,50.86547913
560,4.13E-06,4.12E-06,4.14E-06,1.95E-06,1.95E-06,1.96E-06,2.11E-06,2.10E-06,2.11E-06,2.86E-09,2.82E-09,2.90E-09,3.15E-09,2.76E-09,3.54E-09,4.76E-09,4.59E-09,4.93E-09,47.32130077,50.98494704,47.28477233,50.95095904,47.27777848,50.90499932
561,4.15E-06,4.15E-06,4.16E-06,1.97E-06,1.96E-06,1.97E-06,2.12E-06,2.12E-06,2.12E-06,2.73E-09,2.35E-09,3.11E-09,3.08E-09,2.81E-09,3.35E-09,4.70E-09,4.52E-09,4.88E-09,47.30630688,51.01344823,47.27166482,50.98124333,47.26322823,50.93376681
562,4.18E-06,4.17E-06,4.18E-06,1.98E-06,1.97E-06,1.98E-06,2.13E-06,2.13E-06,2.13E-06,2.59E-09,2.36E-09,2.82E-09,3.17E-09,2.93E-09,3.40E-09,4.51E-09,4.02E-09,5.00E-09,47.28688896,51.03075721,47.25419673,51.00038689,47.24039351,50.95437592
563,4.20E-06,4.19E-06,4.21E-06,1.99E-06,1.98E-06,1.99E-06,2.14E-06,2.14E-06,2.15E-06,2.79E-09,2.37E-09,3.20E-09,2.97E-09,2.68E-09,3.27E-09,4.60E-09,4.19E-09,5.01E-09,47.27764836,51.05775351,47.24265906,51.02527289,47.23825013,50.98200001
564,4.22E-06,4.22E-06,4.23E-06,2.00E-06,1.99E-06,2.00E-06,2.16E-06,2.15E-06,2.16E-06,2.80E-09,2.39E-09,3.21E-09,3.04E-09,2.84E-09,3.25E-09,4.68E-09,4.52E-09,4.84E-09,47.24648015,51.04691533,47.21144223,51.01440158,47.20576446,50.96995148
565,4.25E-06,4.24E-06,4.25E-06,2.01E-06,2.00E-06,2.01E-06,2.17E-06,2.17E-06,2.17E-06,2.77E-09,2.41E-09,3.14E-09,3.11E-09,2.82E-09,3.40E-09,4.65E-09,4.51E-09,4.78E-09,47.26492791,51.07235231,47.23045644,51.04036965,47.22255595,50.99619135
566,4.27E-06,4.26E-06,4.28E-06,2.02E-06,2.01E-06,2.02E-06,2.18E-06,2.18E-06,2.18E-06,2.83E-09,2.73E-09,2.92E-09,3.18E-09,2.98E-09,3.37E-09,4.46E-09,4.03E-09,4.89E-09,47.24742837,51.07279172,47.21249148,51.04038829,47.20432142,51.00210128
567,4.29E-06,4.29E-06,4.30E-06,2.03E-06,2.02E-06,2.03E-06,2.19E-06,2.19E-06,2.19E-06,2.62E-09,2.36E-09,2.88E-09,2.93E-09,2.54E-09,3.32E-09,4.46E-09,4.08E-09,4.85E-09,47.24373136,51.06681309,47.21152745,51.0369429,47.20436307,50.99395703
568,4.32E-06,4.31E-06,4.32E-06,2.04E-06,2.04E-06,2.04E-06,2.20E-06,2.20E-06,2.21E-06,2.70E-09,2.52E-09,2.87E-09,3.11E-09,2.63E-09,3.58E-09,4.61E-09,4.31E-09,4.91E-09,47.25560122,51.06381719,47.22259745,51.03319633,47.21310249,50.98888729
569,4.34E-06,4.33E-06,4.34E-06,2.05E-06,2.05E-06,2.06E-06,2.21E-06,2.21E-06,2.22E-06,2.86E-09,2.68E-09,3.04E-09,3.11E-09,2.69E-09,3.54E-09,4.56E-09,4.39E-09,4.73E-09,47.2677513,51.0517798,47.2329605,51.01948557,47.22713991,50.98031631
570,4.36E-06,4.35E-06,4.37E-06,2.06E-06,2.05E-06,2.06E-06,2.23E-06,2.22E-06,2.23E-06,2.66E-09,2.36E-09,2.96E-09,3.07E-09,2.91E-09,3.23E-09,4.53E-09,4.13E-09,4.93E-09,47.22558087,51.05729632,47.19335091,51.02740643,47.18396504,50.98454535
571,4.38E-06,4.37E-06,4.39E-06,2.07E-06,2.06E-06,2.07E-06,2.24E-06,2.23E-06,2.24E-06,2.71E-09,2.28E-09,3.13E-09,3.02E-09,2.75E-09,3.29E-09,4.35E-09,3.88E-09,4.82E-09,47.2284456,51.04793279,47.1958287,51.01767663,47.18867476,50.9801956
572,4.40E-06,4.40E-06,4.41E-06,2.08E-06,2.07E-06,2.09E-06,2.25E-06,2.24E-06,2.25E-06,2.87E-09,2.79E-09,2.95E-09,3.06E-09,3.00E-09,3.12E-09,4.49E-09,4.23E-09,4.74E-09,47.24613839,51.01683206,47.21176357,50.98491426,47.20743407,50.948114
573,4.42E-06,4.42E-06,4.43E-06,2.09E-06,2.09E-06,2.09E-06,2.26E-06,2.25E-06,2.26E-06,2.69E-09,2.30E-09,3.08E-09,2.99E-09,2.64E-09,3.35E-09,4.66E-09,4.52E-09,4.80E-09,47.2475667,50.99542415,47.21549708,50.96563296,47.20857852,50.92104707
574,4.45E-06,4.44E-06,4.45E-06,2.10E-06,2.10E-06,2.11E-06,2.27E-06,2.26E-06,2.27E-06,2.77E-09,2.62E-09,2.91E-09,2.87E-09,2.71E-09,3.02E-09,4.55E-09,4.16E-09,4.94E-09,47.26947391,50.97235453,47.23663436,50.94182105,47.2343413,50.90161872
575,4.47E-06,4.46E-06,4.47E-06,2.11E-06,2.11E-06,2.12E-06,2.28E-06,2.27E-06,2.28E-06,2.73E-09,2.45E-09,3.02E-09,3.19E-09,3.04E-09,3.33E-09,4.54E-09,4.01E-09,5.06E-09,47.28621456,50.94175142,47.25397045,50.91174333,47.24378607,50.87131041
576,4.49E-06,4.48E-06,4.49E-06,2.12E-06,2.12E-06,2.13E-06,2.29E-06,2.28E-06,2.29E-06,2.64E-09,2.34E-09,2.94E-09,2.99E-09,2.52E-09,3.47E-09,4.43E-09,4.16E-09,4.70E-09,47.31795831,50.93005761,47.28694503,50.90117073,47.27908396,50.86126133
577,4.51E-06,4.50E-06,4.52E-06,2.13E-06,2.13E-06,2.14E-06,2.29E-06,2.29E-06,2.30E-06,2.76E-09,2.62E-09,2.90E-09,3.02E-09,2.72E-09,3.31E-09,4.39E-09,4.20E-09,4.58E-09,47.32806143,50.88702378,47.29579596,50.85693843,47.29008245,50.82085316
578,4.53E-06,4.52E-06,4.54E-06,2.15E-06,2.14E-06,2.15E-06,2.30E-06,2.30E-06,2.31E-06,2.79E-09,2.70E-09,2.87E-09,3.00E-09,2.88E-09,3.11E-09,4.35E-09,3.78E-09,4.92E-09,47.35232527,50.85754005,47.31993505,50.82730633,47.31529918,50.79276301
579,4.55E-06,4.55E-06,4.56E-06,2.16E-06,2.15E-06,2.16E-06,2.31E-06,2.31E-06,2.31E-06,2.77E-09,2.65E-09,2.89E-09,3.10E-09,2.92E-09,3.28E-09,4.45E-09,4.34E-09,4.57E-09,47.36580021,50.80871788,47.33375021,50.77876434,47.32646255,50.74173075
580,4.57E-06,4.57E-06,4.58E-06,2.17E-06,2.16E-06,2.17E-06,2.32E-06,2.32E-06,2.32E-06,2.73E-09,2.46E-09,3.00E-09,3.08E-09,2.83E-09,3.33E-09,4.50E-09,4.05E-09,4.94E-09,47.39119877,50.79426543,47.35979682,50.76489475,47.35210294,50.72612945
581,4.59E-06,4.59E-06,4.60E-06,2.18E-06,2.17E-06,2.18E-06,2.33E-06,2.33E-06,2.33E-06,2.75E-09,2.49E-09,3.01E-09,2.97E-09,2.62E-09,3.33E-09,4.60E-09,4.48E-09,4.73E-09,47.39910762,50.74506211,47.36757133,50.71553185,47.36271506,50.67521078
582,4.61E-06,4.61E-06,4.62E-06,2.19E-06,2.18E-06,2.19E-06,2.34E-06,2.34E-06,2.34E-06,2.62E-09,2.48E-09,2.76E-09,3.03E-09,2.59E-09,3.47E-09,4.52E-09,4.11E-09,4.94E-09,47.42390311,50.72324576,47.39400338,50.69522235,47.38507198,50.65393374
583,4.63E-06,4.63E-06,4.64E-06,2.20E-06,2.19E-06,2.20E-06,2.35E-06,2.35E-06,2.35E-06,2.81E-09,2.66E-09,2.96E-09,2.94E-09,2.44E-09,3.43E-09,4.58E-09,4.41E-09,4.74E-09,47.43765487,50.71701425,47.40576527,50.68711424,47.402997,50.64894199
584,4.65E-06,4.65E-06,4.66E-06,2.21E-06,2.20E-06,2.21E-06,2.36E-06,2.36E-06,2.36E-06,2.82E-09,2.75E-09,2.89E-09,3.08E-09,2.91E-09,3.25E-09,4.32E-09,3.89E-09,4.74E-09,47.45290574,50.68567576,47.42103562,50.65576633,47.41538244,50.62358691
585,4.67E-06,4.66E-06,4.68E-06,2.21E-06,2.21E-06,2.22E-06,2.37E-06,2.36E-06,2.37E-06,2.66E-09,2.43E-09,2.88E-09,3.07E-09,2.58E-09,3.55E-09,4.67E-09,4.39E-09,4.95E-09,47.41021693,50.67992915,47.38028873,50.65186171,47.37148725,50.60872031
586,4.69E-06,4.68E-06,4.70E-06,2.22E-06,2.22E-06,2.23E-06,2.38E-06,2.37E-06,2.38E-06,2.68E-09,2.36E-09,3.00E-09,3.16E-09,3.01E-09,3.31E-09,4.46E-09,4.01E-09,4.90E-09,47.41559711,50.65703712,47.38551826,50.62881241,47.37532463,50.59090956
587,4.71E-06,4.70E-06,4.71E-06,2.23E-06,2.23E-06,2.24E-06,2.38E-06,2.38E-06,2.39E-06,2.71E-09,2.55E-09,2.86E-09,2.99E-09,2.52E-09,3.47E-09,4.32E-09,3.91E-09,4.73E-09,47.42592379,50.64265488,47.39569539,50.61427599,47.38955162,50.57998516
588,4.73E-06,4.72E-06,4.73E-06,2.24E-06,2.24E-06,2.25E-06,2.39E-06,2.39E-06,2.40E-06,2.65E-09,2.41E-09,2.89E-09,3.14E-09,2.92E-09,3.37E-09,4.51E-09,4.15E-09,4.87E-09,47.41405392,50.64425972,47.38455683,50.61657455,47.37417496,50.57718018
589,4.75E-06,4.74E-06,4.75E-06,2.25E-06,2.24E-06,2.26E-06,2.40E-06,2.40E-06,2.40E-06,2.68E-09,2.43E-09,2.94E-09,2.96E-09,2.56E-09,3.37E-09,4.42E-09,4.12E-09,4.72E-09,47.42152091,50.63399886,47.39179678,50.60609084,47.38585214,50.56943243
590,4.76E-06,4.76E-06,4.77E-06,2.26E-06,2.25E-06,2.26E-06,2.41E-06,2.41E-06,2.41E-06,2.71E-09,2.52E-09,2.91E-09,2.97E-09,2.76E-09,3.18E-09,4.38E-09,3.86E-09,4.89E-09,47.40877706,50.62153094,47.378816,50.59340018,47.3734631,50.55846452
591,4.78E-06,4.78E-06,4.79E-06,2.27E-06,2.26E-06,2.27E-06,2.42E-06,2.42E-06,2.42E-06,2.71E-09,2.56E-09,2.86E-09,3.03E-09,2.75E-09,3.32E-09,4.27E-09,3.85E-09,4.70E-09,47.41566174,50.61636801,47.38584076,50.58836218,47.37910965,50.55568882
592,4.80E-06,4.80E-06,4.81E-06,2.28E-06,2.27E-06,2.28E-06,2.43E-06,2.43E-06,2.43E-06,2.76E-09,2.47E-09,3.05E-09,2.77E-09,2.46E-09,3.08E-09,4.60E-09,4.21E-09,4.99E-09,47.40927247,50.60503068,47.37899916,50.57659697,47.37885944,50.53835257
593,4.82E-06,4.81E-06,4.83E-06,2.29E-06,2.28E-06,2.29E-06,2.44E-06,2.44E-06,2.44E-06,2.71E-09,2.40E-09,3.02E-09,2.81E-09,2.43E-09,3.20E-09,4.53E-09,4.20E-09,4.87E-09,47.42073572,50.60032639,47.39111827,50.57249998,47.38903417,50.53470803
594,4.84E-06,4.83E-06,4.84E-06,2.29E-06,2.29E-06,2.30E-06,2.45E-06,2.44E-06,2.45E-06,2.70E-09,2.47E-09,2.93E-09,3.05E-09,2.68E-09,3.41E-09,4.22E-09,3.78E-09,4.67E-09,47.40964795,50.57528358,47.38030339,50.54770539,47.37311111,50.51616961
595,4.86E-06,4.85E-06,4.86E-06,2.30E-06,2.30E-06,2.31E-06,2.46E-06,2.45E-06,2.46E-06,2.70E-09,2.61E-09,2.78E-09,2.97E-09,2.57E-09,3.37E-09,4.37E-09,3.82E-09,4.93E-09,47.42768571,50.57214152,47.39848611,50.54468841,47.39284138,50.51013095
596,4.88E-06,4.87E-06,4.88E-06,2.31E-06,2.31E-06,2.32E-06,2.46E-06,2.46E-06,2.47E-06,2.55E-09,2.34E-09,2.76E-09,2.89E-09,2.57E-09,3.22E-09,4.38E-09,3.98E-09,4.79E-09,47.42669767,50.54880758,47.39914011,50.52288655,47.39214949,50.4853295
597,4.89E-06,4.89E-06,4.90E-06,2.32E-06,2.32E-06,2.33E-06,2.47E-06,2.47E-06,2.47E-06,2.74E-09,2.46E-09,3.02E-09,3.01E-09,2.93E-09,3.08E-09,4.56E-09,4.30E-09,4.83E-09,47.44533267,50.52659641,47.41589501,50.49888467,47.4104358,50.46162575
598,4.91E-06,4.90E-06,4.92E-06,2.33E-06,2.33E-06,2.34E-06,2.48E-06,2.48E-06,2.48E-06,2.78E-09,2.58E-09,2.97E-09,3.01E-09,2.73E-09,3.29E-09,4.46E-09,4.24E-09,4.69E-09,47.48002642,50.4962485,47.45030187,50.46823103,47.44554467,50.43384475
599,4.93E-06,4.92E-06,4.93E-06,2.34E-06,2.34E-06,2.35E-06,2.49E-06,2.48E-06,2.49E-06,2.70E-09,2.48E-09,2.91E-09,2.95E-09,2.36E-09,3.53E-09,4.54E-09,4.15E-09,4.93E-09,47.51133931,50.46345998,47.48261261,50.43634896,47.47746997,50.39886253
600,4.94E-06,4.94E-06,4.95E-06,2.35E-06,2.34E-06,2.35E-06,2.49E-06,2.49E-06,2.50E-06,2.74E-09,2.64E-09,2.84E-09,3.06E-09,2.79E-09,3.33E-09,4.50E-09,4.47E-09,4.52E-09,47.49299708,50.43385596,47.46387478,50.40636476,47.45740385,50.37077444
601,4.96E-06,4.95E-06,4.97E-06,2.36E-06,2.35E-06,2.36E-06,2.50E-06,2.50E-06,2.50E-06,2.61E-09,2.38E-09,2.83E-09,3.03E-09,2.69E-09,3.37E-09,4.66E-09,4.54E-09,4.79E-09,47.53843002,50.37512314,47.51086211,50.34904588,47.50226987,50.30756163
602,4.98E-06,4.97E-06,4.98E-06,2.37E-06,2.36E-06,2.38E-06,2.50E-06,2.50E-06,2.51E-06,2.63E-09,2.37E-09,2.89E-09,3.05E-09,2.55E-09,3.55E-09,4.57E-09,4.26E-09,4.88E-09,47.60145247,50.31227004,47.57374977,50.28600052,47.56532638,50.24695852
603,4.99E-06,4.99E-06,5.00E-06,2.38E-06,2.37E-06,2.39E-06,2.51E-06,2.51E-06,2.51E-06,2.63E-09,2.50E-09,2.77E-09,2.87E-09,2.58E-09,3.15E-09,4.35E-09,4.00E-09,4.70E-09,47.67110461,50.25122548,47.6434758,50.22495894,47.6388144,50.19059631
604,5.01E-06,5.00E-06,5.02E-06,2.39E-06,2.39E-06,2.40E-06,2.51E-06,2.51E-06,2.52E-06,2.63E-09,2.40E-09,2.87E-09,3.12E-09,2.87E-09,3.37E-09,4.54E-09,4.21E-09,4.87E-09,47.74507732,50.16986811,47.71759713,50.14366308,47.70791279,50.10558927
605,5.03E-06,5.02E-06,5.03E-06,2.40E-06,2.40E-06,2.41E-06,2.52E-06,2.51E-06,2.52E-06,2.71E-09,2.32E-09,3.10E-09,2.98E-09,2.62E-09,3.33E-09,4.48E-09,4.10E-09,4.87E-09,47.81321979,50.08442595,47.78505592,50.05748779,47.77977028,50.02220659
606,5.04E-06,5.04E-06,5.05E-06,2.42E-06,2.41E-06,2.42E-06,2.52E-06,2.52E-06,2.52E-06,2.70E-09,2.55E-09,2.86E-09,2.89E-09,2.44E-09,3.35E-09,4.41E-09,3.79E-09,5.02E-09,47.90560332,50.00366227,47.87766244,49.97684668,47.87384469,49.94301361
607,5.06E-06,5.05E-06,5.06E-06,2.43E-06,2.42E-06,2.43E-06,2.52E-06,2.52E-06,2.53E-06,2.75E-09,2.57E-09,2.93E-09,2.83E-09,2.39E-09,3.26E-09,4.42E-09,4.14E-09,4.70E-09,48.00250566,49.90960494,47.97424174,49.88237765,47.97266783,49.84932469
608,5.07E-06,5.07E-06,5.08E-06,2.44E-06,2.44E-06,2.44E-06,2.53E-06,2.52E-06,2.53E-06,2.57E-09,2.33E-09,2.81E-09,2.93E-09,2.71E-09,3.15E-09,4.42E-09,4.09E-09,4.76E-09,48.10883348,49.81306322,48.0825636,49.78765611,48.07537641,49.75106733
609,5.09E-06,5.08E-06,5.09E-06,2.45E-06,2.45E-06,2.46E-06,2.53E-06,2.53E-06,2.53E-06,2.60E-09,2.27E-09,2.93E-09,2.84E-09,2.57E-09,3.11E-09,4.34E-09,3.82E-09,4.86E-09,48.1994291,49.70295514,48.17296331,49.67725753,48.16827614,49.64301547
610,5.10E-06,5.10E-06,5.11E-06,2.46E-06,2.46E-06,2.47E-06,2.53E-06,2.53E-06,2.53E-06,2.72E-09,2.55E-09,2.88E-09,3.01E-09,2.72E-09,3.31E-09,4.28E-09,4.14E-09,4.43E-09,48.30639418,49.59751803,48.27887109,49.57068237,48.27303333,49.53993668
611,5.12E-06,5.11E-06,5.12E-06,2.48E-06,2.47E-06,2.48E-06,2.53E-06,2.53E-06,2.53E-06,2.71E-09,2.45E-09,2.98E-09,2.87E-09,2.51E-09,3.23E-09,4.19E-09,3.79E-09,4.60E-09,48.40233154,49.48606832,48.37495748,49.45926921,48.37185484,49.43031331
612,5.13E-06,5.13E-06,5.14E-06,2.49E-06,2.48E-06,2.49E-06,2.53E-06,2.53E-06,2.54E-06,2.69E-09,2.46E-09,2.91E-09,2.92E-09,2.78E-09,3.05E-09,4.31E-09,4.03E-09,4.59E-09,48.51680846,49.38962339,48.48985384,49.36312574,48.48534493,49.33143482
613,5.15E-06,5.14E-06,5.15E-06,2.50E-06,2.50E-06,2.51E-06,2.54E-06,2.53E-06,2.54E-06,2.63E-09,2.33E-09,2.93E-09,2.94E-09,2.78E-09,3.11E-09,4.25E-09,3.87E-09,4.64E-09,48.63817077,49.2775314,48.61189763,49.25158531,48.60586335,49.22000113
614,5.16E-06,5.15E-06,5.16E-06,2.52E-06,2.51E-06,2.52E-06,2.54E-06,2.53E-06,2.54E-06,2.52E-09,2.40E-09,2.63E-09,3.08E-09,2.70E-09,3.47E-09,4.40E-09,4.10E-09,4.70E-09,48.74862844,49.17722387,48.7236162,49.15242081,48.71261207,49.11595415
615,5.17E-06,5.17E-06,5.18E-06,2.52E-06,2.52E-06,2.53E-06,2.54E-06,2.54E-06,2.54E-06,2.72E-09,2.44E-09,3.00E-09,3.04E-09,2.76E-09,3.31E-09,4.31E-09,3.82E-09,4.80E-09,48.79247813,49.07135306,48.76553714,49.04455879,48.75941373,49.01381481
616,5.18E-06,5.18E-06,5.19E-06,2.53E-06,2.53E-06,2.54E-06,2.54E-06,2.54E-06,2.54E-06,2.60E-09,2.42E-09,2.78E-09,2.93E-09,2.53E-09,3.32E-09,4.31E-09,3.76E-09,4.85E-09,48.89064934,48.97933953,48.86501532,48.95374999,48.85865714,48.92081464
617,5.20E-06,5.19E-06,5.20E-06,2.55E-06,2.54E-06,2.55E-06,2.54E-06,2.54E-06,2.54E-06,2.72E-09,2.47E-09,2.97E-09,3.04E-09,2.86E-09,3.21E-09,4.37E-09,4.15E-09,4.59E-09,48.98647958,48.8793723,48.95974794,48.85258454,48.95366375,48.82089661
618,5.21E-06,5.20E-06,5.22E-06,2.56E-06,2.55E-06,2.56E-06,2.54E-06,2.54E-06,2.55E-06,2.59E-09,2.19E-09,2.98E-09,3.00E-09,2.77E-09,3.24E-09,4.29E-09,3.82E-09,4.77E-09,49.09102643,48.80897628,49.0657132,48.7835228,49.05775085,48.75078857
619,5.22E-06,5.22E-06,5.23E-06,2.57E-06,2.56E-06,2.58E-06,2.55E-06,2.54E-06,2.55E-06,2.68E-09,2.42E-09,2.94E-09,3.02E-09,2.76E-09,3.28E-09,4.35E-09,3.99E-09,4.71E-09,49.16790222,48.73107332,49.14180814,48.704755,49.13525617,48.67275132
620,5.24E-06,5.23E-06,5.24E-06,2.58E-06,2.57E-06,2.58E-06,2.55E-06,2.54E-06,2.55E-06,2.57E-09,2.38E-09,2.75E-09,3.01E-09,2.58E-09,3.45E-09,4.33E-09,4.07E-09,4.59E-09,49.23168614,48.6576845,49.20678663,48.63250347,49.19824415,48.59883632
621,5.25E-06,5.24E-06,5.25E-06,2.59E-06,2.58E-06,2.59E-06,2.55E-06,2.55E-06,2.55E-06,2.68E-09,2.55E-09,2.81E-09,2.94E-09,2.66E-09,3.22E-09,4.30E-09,3.85E-09,4.75E-09,49.29755579,48.608663,49.27167914,48.58243477,49.26666827,48.55149324
622,5.26E-06,5.25E-06,5.26E-06,2.59E-06,2.59E-06,2.60E-06,2.55E-06,2.55E-06,2.56E-06,2.50E-09,2.41E-09,2.58E-09,3.03E-09,2.66E-09,3.40E-09,4.40E-09,4.08E-09,4.72E-09,49.35054006,48.56052862,49.32647225,48.53608541,49.31635427,48.49986096
623,5.27E-06,5.26E-06,5.27E-06,2.60E-06,2.60E-06,2.61E-06,2.56E-06,2.55E-06,2.56E-06,2.54E-09,2.35E-09,2.74E-09,2.89E-09,2.49E-09,3.29E-09,4.46E-09,4.22E-09,4.71E-09,49.39638309,48.53325717,49.37196089,48.50841841,49.36535855,48.47191857
624,5.28E-06,5.28E-06,5.28E-06,2.61E-06,2.60E-06,2.62E-06,2.56E-06,2.56E-06,2.56E-06,2.76E-09,2.62E-09,2.91E-09,2.91E-09,2.51E-09,3.30E-09,4.50E-09,4.31E-09,4.69E-09,49.41940252,48.50896743,49.39291949,48.48200771,49.39018631,48.44908338
625,5.29E-06,5.29E-06,5.30E-06,2.62E-06,2.61E-06,2.62E-06,2.57E-06,2.56E-06,2.57E-06,2.66E-09,2.41E-09,2.92E-09,2.91E-09,2.61E-09,3.20E-09,4.60E-09,4.43E-09,4.76E-09,49.43476648,48.50544568,49.40929983,48.47951098,49.40471479,48.44295401
626,5.30E-06,5.30E-06,5.31E-06,2.62E-06,2.61E-06,2.63E-06,2.57E-06,2.57E-06,2.57E-06,2.78E-09,2.64E-09,2.92E-09,2.92E-09,2.73E-09,3.11E-09,4.49E-09,4.24E-09,4.74E-09,49.43214836,48.51660805,49.40561693,48.48959627,49.40302088,48.45733091
627,5.31E-06,5.30E-06,5.31E-06,2.62E-06,2.62E-06,2.63E-06,2.58E-06,2.57E-06,2.58E-06,2.69E-09,2.34E-09,3.03E-09,2.84E-09,2.37E-09,3.31E-09,4.38E-09,3.96E-09,4.80E-09,49.42327668,48.54016779,49.39767582,48.51411992,49.39471579,48.48217675
628,5.32E-06,5.31E-06,5.32E-06,2.63E-06,2.62E-06,2.63E-06,2.58E-06,2.58E-06,2.59E-06,2.61E-09,2.34E-09,2.87E-09,2.83E-09,2.56E-09,3.09E-09,4.25E-09,3.72E-09,4.78E-09,49.38375326,48.57572497,49.35893572,48.55051125,49.3547515,48.51962212
629,5.32E-06,5.32E-06,5.33E-06,2.63E-06,2.62E-06,2.63E-06,2.59E-06,2.59E-06,2.59E-06,2.58E-09,2.25E-09,2.92E-09,2.98E-09,2.73E-09,3.22E-09,4.30E-09,3.87E-09,4.72E-09,49.34520573,48.63108389,49.32060563,48.60613698,49.3132365,48.5739587
630,5.33E-06,5.33E-06,5.33E-06,2.62E-06,2.62E-06,2.63E-06,2.60E-06,2.59E-06,2.60E-06,2.63E-09,2.44E-09,2.82E-09,2.92E-09,2.59E-09,3.26E-09,4.22E-09,3.79E-09,4.64E-09,49.23621914,48.70669131,49.21116685,48.6813777,49.20564825,48.65157715
631,5.33E-06,5.33E-06,5.34E-06,2.62E-06,2.62E-06,2.63E-06,2.60E-06,2.60E-06,2.61E-06,2.65E-09,2.24E-09,3.05E-09,2.86E-09,2.43E-09,3.30E-09,4.44E-09,4.18E-09,4.69E-09,49.16777724,48.7859158,49.14254048,48.76048946,49.1384993,48.7269354
632,5.34E-06,5.33E-06,5.34E-06,2.62E-06,2.61E-06,2.63E-06,2.61E-06,2.61E-06,2.61E-06,2.66E-09,2.27E-09,3.05E-09,2.97E-09,2.86E-09,3.08E-09,4.34E-09,3.81E-09,4.87E-09,49.09650202,48.87759287,49.07113254,48.85211428,49.06526071,48.82055372
633,5.34E-06,5.33E-06,5.34E-06,2.61E-06,2.61E-06,2.62E-06,2.61E-06,2.61E-06,2.62E-06,2.68E-09,2.47E-09,2.88E-09,2.83E-09,2.22E-09,3.45E-09,4.41E-09,3.93E-09,4.89E-09,48.99528427,48.9974772,48.96968602,48.97188005,48.96675109,48.93935189
634,5.33E-06,5.33E-06,5.34E-06,2.61E-06,2.60E-06,2.61E-06,2.62E-06,2.62E-06,2.62E-06,2.65E-09,2.50E-09,2.79E-09,2.79E-09,2.35E-09,3.24E-09,4.38E-09,4.11E-09,4.64E-09,48.89133077,49.12156381,48.8659338,49.09628125,48.86324395,49.06387994
635,5.33E-06,5.33E-06,5.34E-06,2.60E-06,2.59E-06,2.61E-06,2.63E-06,2.62E-06,2.63E-06,2.67E-09,2.51E-09,2.82E-09,3.03E-09,2.94E-09,3.12E-09,4.51E-09,4.24E-09,4.78E-09,48.7574586,49.25212123,48.73181599,49.22672616,48.72497117,49.19213593
636,5.33E-06,5.33E-06,5.34E-06,2.59E-06,2.59E-06,2.60E-06,2.63E-06,2.63E-06,2.64E-06,2.63E-09,2.32E-09,2.93E-09,2.90E-09,2.37E-09,3.43E-09,4.37E-09,4.21E-09,4.53E-09,48.63549039,49.36845872,48.61019419,49.34352348,48.60506653,49.31080629
637,5.34E-06,5.34E-06,5.35E-06,2.59E-06,2.59E-06,2.60E-06,2.64E-06,2.64E-06,2.65E-06,2.54E-09,2.34E-09,2.74E-09,2.97E-09,2.83E-09,3.11E-09,4.42E-09,4.22E-09,4.62E-09,48.50512048,49.47789804,48.48063307,49.45387322,48.47259419,49.41867268
